name	media type	episode count	dates aired	rating	url
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken	Special	1	2017-08-26 00:00:00	8.04	https://myanimelist.net/anime/36215/One_Piece__Episode_of_East_Blue_-_Luffy_to_4-nin_no_Nakama_no_Daibouken
Nissin Cup Noodles China x Gintama	ONA	3	2017-08-29 00:00:00	7.19	https://myanimelist.net/anime/36553/Nissin_Cup_Noodles_China_x_Gintama
Anisama	ONA	1	2017-08-30 00:00:00	5.98	https://myanimelist.net/anime/36228/Anisama
Felix x Kamiusagi Rope	ONA	Unknown	2017-09-03 00:00:00	5.39	https://myanimelist.net/anime/36724/Felix_x_Kamiusagi_Rope
Nissin no Donbei x Kemono Friends	ONA	1	2017-09-19 00:00:00	6.17	https://myanimelist.net/anime/36339/Nissin_no_Donbei_x_Kemono_Friends
Gintama.: Porori-hen	TV	13	2017-10-02 00:00:00	8.57	https://myanimelist.net/anime/35843/Gintama__Porori-hen
Infini-T Force	TV	12	2017-10-03 00:00:00	6.60	https://myanimelist.net/anime/33027/Infini-T_Force
Time Bokan: Gyakushuu no San Akunin	TV	24	2017-10-07 00:00:00	5.78	https://myanimelist.net/anime/35254/Time_Bokan__Gyakushuu_no_San_Akunin
Kamiusagi Rope x Boruto: Naruto Next Generations	ONA	1	2017-10-12 00:00:00	5.79	https://myanimelist.net/anime/36564/Kamiusagi_Rope_x_Boruto__Naruto_Next_Generations
DC Super Heroes vs Taka no Tsume Dan	Movie	1	2017-10-21 00:00:00	5.68	https://myanimelist.net/anime/35219/DC_Super_Heroes_vs_Taka_no_Tsume_Dan
Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory	ONA	1	2017-10-31 00:00:00	5.69	https://myanimelist.net/anime/36715/Ponkotsu_Quest_x_Digimon_Story__Cyber_Sleuth_-_Hackers_Memory
To LOVE-Ru: Multiplication - Mae kara Ushiro kara	OVA	1	2017-11-02 00:00:00	7.27	https://myanimelist.net/anime/35000/To_LOVE-Ru__Multiplication_-_Mae_kara_Ushiro_kara
Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai	Movie	1	2017-12-02 00:00:00	6.93	https://myanimelist.net/anime/35086/Donten_ni_Warau_Gaiden__Ketsubetsu_Yamainu_no_Chikai
Elleair x Kamiusagi Rope	ONA	Unknown	2018-01-03 00:00:00	4.56	https://myanimelist.net/anime/37850/Elleair_x_Kamiusagi_Rope
Devilman: Crybaby	ONA	10	2018-01-05 00:00:00	7.94	https://myanimelist.net/anime/35120/Devilman__Crybaby
Poputepipikku	TV	12	2018-01-07 00:00:00	7.33	https://myanimelist.net/anime/35330/Poputepipikku
Gintama.: Shirogane no Tamashii-hen	TV	12	2018-01-08 00:00:00	8.82	https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen
Mazinger Z Movie: Infinity	Movie	1	2018-01-13 00:00:00	6.88	https://myanimelist.net/anime/34820/Mazinger_Z_Movie__Infinity
Saiki Kusuo no Ψ-nan 2	TV	24	2018-01-17 00:00:00	8.62	https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2
Alphard x Taka no Tsume	ONA	3	2018-01-19 00:00:00	5.29	https://myanimelist.net/anime/37143/Alphard_x_Taka_no_Tsume
Inazuma Eleven: Reloaded - Soccer no Henkaku	Special	1	2018-01-21 00:00:00	7.19	https://myanimelist.net/anime/37814/Inazuma_Eleven__Reloaded_-_Soccer_no_Henkaku
DC Super Heroes vs Taka no Tsume Dan Promotion Eizou	ONA	1	2018-02-02 00:00:00	4.96	https://myanimelist.net/anime/37249/DC_Super_Heroes_vs_Taka_no_Tsume_Dan_Promotion_Eizou
Ippun de Wakaru Eiga "Donten ni Warau" Kaisetsu Yokoku	ONA	1	2018-02-09 00:00:00	4.95	https://myanimelist.net/anime/37285/Ippun_de_Wakaru_Eiga_Donten_ni_Warau_Kaisetsu_Yokoku
Infini-T Force Movie: Gatchaman - Saraba Tomo yo	Movie	1	2018-02-24 00:00:00	6.40	https://myanimelist.net/anime/36197/Infini-T_Force_Movie__Gatchaman_-_Saraba_Tomo_yo
Poputepipikku Specials	Special	3	2018-02-28 00:00:00	6.02	https://myanimelist.net/anime/37842/Poputepipikku_Specials
Donten ni Warau x Mameshiba	ONA	1	2018-03-07 00:00:00	5.47	https://myanimelist.net/anime/37431/Donten_ni_Warau_x_Mameshiba
Ninja Batman x Poputepipikku Kindan no Collab CM	Special	1	2018-03-24 00:00:00	6.20	https://myanimelist.net/anime/37622/Ninja_Batman_x_Poputepipikku_Kindan_no_Collab_CM
Devilman: Crybaby - Digest Eizou	ONA	1	2018-03-24 00:00:00	5.93	https://myanimelist.net/anime/37590/Devilman__Crybaby_-_Digest_Eizou
Sukoyaka Oyako 21 x Taka no Tsume Dan	ONA	5	2018-03-30 00:00:00	5.14	https://myanimelist.net/anime/37664/Sukoyaka_Oyako_21_x_Taka_no_Tsume_Dan
Yoshida no Time Slip Fumai-kou	ONA	3	2018-04-01 00:00:00	4.51	https://myanimelist.net/anime/37665/Yoshida_no_Time_Slip_Fumai-kou
Lupin III: Part 5	TV	24	2018-04-04 00:00:00	8.20	https://myanimelist.net/anime/35857/Lupin_III__Part_5
Akuma no Kimuraa-hen	Special	1	2018-04-06 00:00:00	6.70	https://myanimelist.net/anime/37706/Akuma_no_Kimuraa-hen
Inazuma Eleven: Ares no Tenbin	TV	26	2018-04-06 00:00:00	6.97	https://myanimelist.net/anime/33733/Inazuma_Eleven__Ares_no_Tenbin
Cutie Honey Universe	TV	12	2018-04-08 00:00:00	5.49	https://myanimelist.net/anime/36976/Cutie_Honey_Universe
Detective Conan Movie 22: Zero The Enforcer	Movie	1	2018-04-13 00:00:00	7.83	https://myanimelist.net/anime/35798/Detective_Conan_Movie_22__Zero_The_Enforcer
China KFC x Gintama	ONA	1	2018-05-09 00:00:00	7.00	https://myanimelist.net/anime/37864/China_KFC_x_Gintama
I-O Data x Taka no Tsume	ONA	Unknown	2018-05-24 00:00:00	5.94	https://myanimelist.net/anime/37931/I-O_Data_x_Taka_no_Tsume
Nagano Toshi Gas x Kamiusagi Rope	ONA	4	2018-06-03 00:00:00	6.08	https://myanimelist.net/anime/38299/Nagano_Toshi_Gas_x_Kamiusagi_Rope
Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma	Movie	1	2018-06-09 00:00:00	7.06	https://myanimelist.net/anime/35424/Donten_ni_Warau_Gaiden__Shukumei_Soutou_no_Fuuma
Poputepipikku Kinen	ONA	1	2018-06-14 00:00:00	6.39	https://myanimelist.net/anime/38068/Poputepipikku_Kinen
Ninja Batman	Movie	1	2018-06-15 00:00:00	6.28	https://myanimelist.net/anime/36517/Ninja_Batman
Dragon Ball Heroes	ONA	Unknown	2018-07-01 00:00:00	5.66	https://myanimelist.net/anime/37885/Dragon_Ball_Heroes
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen	TV	14	2018-07-09 00:00:00	8.86	https://myanimelist.net/anime/37491/Gintama__Shirogane_no_Tamashii-hen_-_Kouhan-sen
Himitsukessha Taka no Tsume GG	ONA	Unknown	2018-07-19 00:00:00	5.47	https://myanimelist.net/anime/38025/Himitsukessha_Taka_no_Tsume_GG
Lupin III: Lupin wa Ima mo Moete Iru ka?	OVA	1	2018-07-25 00:00:00	7.01	https://myanimelist.net/anime/36967/Lupin_III__Lupin_wa_Ima_mo_Moete_Iru_ka
Youkoso Japari Park	ONA	Unknown	2018-08-10 00:00:00	5.59	https://myanimelist.net/anime/37980/Youkoso_Japari_Park
One Piece: Episode of Sorajima	Special	1	2018-08-25 00:00:00	7.18	https://myanimelist.net/anime/37902/One_Piece__Episode_of_Sorajima
Kemurikusa (2018)	ONA	7	2018-08-31 00:00:00	6.45	https://myanimelist.net/anime/39416/Kemurikusa_2018
Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi	Movie	1	2018-09-01 00:00:00	6.88	https://myanimelist.net/anime/35425/Donten_ni_Warau_Gaiden__Ouka_Tenbou_no_Kakehashi
Bobunemimimmi Specials	Special	2	2018-09-15 00:00:00	5.89	https://myanimelist.net/anime/38291/Bobunemimimmi_Specials
Detective Conan: Amuro Secret Call	Special	1	2018-10-03 00:00:00	6.67	https://myanimelist.net/anime/38788/Detective_Conan__Amuro_Secret_Call
Inazuma Eleven: Orion no Kokuin	TV	Unknown	2018-10-05 00:00:00	7.24	https://myanimelist.net/anime/38235/Inazuma_Eleven__Orion_no_Kokuin
Himote House	TV	12	2018-10-08 00:00:00	5.80	https://myanimelist.net/anime/36945/Himote_House
Kagaku Ninya-tai Gatchanyan	ONA	20	2018-10-27 00:00:00	5.52	https://myanimelist.net/anime/38705/Kagaku_Ninya-tai_Gatchanyan
Dragon Ball Super: Broly - Skytree Super	Special	1	2018-11-01 00:00:00	6.90	https://myanimelist.net/anime/38653/Dragon_Ball_Super__Broly_-_Skytree_Super
Ryuu ga Gotoku Online x Taka no Tsume	ONA	2	2018-11-02 00:00:00	5.26	https://myanimelist.net/anime/38683/Ryuu_ga_Gotoku_Online_x_Taka_no_Tsume
Nissin Men-nashi Donbei x Himote House	ONA	4	2018-12-02 00:00:00	5.71	https://myanimelist.net/anime/38899/Nissin_Men-nashi_Donbei_x_Himote_House
Dragon Ball Super Movie: Broly	Movie	1	2018-12-14 00:00:00	8.31	https://myanimelist.net/anime/36946/Dragon_Ball_Super_Movie__Broly
Saiki Kusuo no Ψ-nan: Kanketsu-hen	Special	1	2018-12-28 00:00:00	8.33	https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen
Kemurikusa (TV)	TV	12	2019-01-09 00:00:00	7.14	https://myanimelist.net/anime/37302/Kemurikusa_TV
Kemono Friends 2	TV	12	2019-01-15 00:00:00	5.97	https://myanimelist.net/anime/35313/Kemono_Friends_2
Lupin III: Goodbye Partner	Special	1	2019-01-25 00:00:00	6.92	https://myanimelist.net/anime/38720/Lupin_III__Goodbye_Partner
Donbei x Kemurikusa	ONA	Unknown	2019-02-27 00:00:00	6.25	https://myanimelist.net/anime/39415/Donbei_x_Kemurikusa
Hametarou	Special	Unknown	2019-03-10 00:00:00	4.09	https://myanimelist.net/anime/39611/Hametarou
Poputepipikku Special	Special	1	2019-04-01 00:00:00	7.57	https://myanimelist.net/anime/37596/Poputepipikku_Special
Chokotto Anime Kemono Friends 3	ONA	Unknown	2019-04-02 00:00:00	6.06	https://myanimelist.net/anime/39653/Chokotto_Anime_Kemono_Friends_3
Pandora to Akubi	Movie	2	2019-04-05 00:00:00	6.32	https://myanimelist.net/anime/39249/Pandora_to_Akubi
Detective Conan Movie 23: The Fist of Blue Sapphire	Movie	1	2019-04-12 00:00:00	7.83	https://myanimelist.net/anime/38770/Detective_Conan_Movie_23__The_Fist_of_Blue_Sapphire
Taka no Tsume-dan Yoshida Presents "Sengoku Taiga" no Susume	ONA	1	2019-04-24 00:00:00	4.63	https://myanimelist.net/anime/39762/Taka_no_Tsume-dan_Yoshida_Presents_Sengoku_Taiga_no_Susume
Taka no Tsume x Johnson: Tatakae! Jokin Shitennou	ONA	Unknown	2019-05-17 00:00:00	5.00	https://myanimelist.net/anime/39839/Taka_no_Tsume_x_Johnson__Tatakae_Jokin_Shitennou
Lupin the IIIrd: Mine Fujiko no Uso	Movie	1	2019-05-31 00:00:00	7.10	https://myanimelist.net/anime/39487/Lupin_the_IIIrd__Mine_Fujiko_no_Uso
Vinland Saga	TV	24	2019-07-08 00:00:00	8.53	https://myanimelist.net/anime/37521/Vinland_Saga
Look Plus One Piece Special Movie	ONA	1	2019-07-29 00:00:00	N/A	https://myanimelist.net/anime/40181/Look_Plus_One_Piece_Special_Movie
One Piece Movie 14: Stampede	Movie	1	2019-08-09 00:00:00	N/A	https://myanimelist.net/anime/38234/One_Piece_Movie_14__Stampede
Lupin III: The First	Movie	1	2019-12-06 00:00:00	N/A	https://myanimelist.net/anime/40082/Lupin_III__The_First
Ravex in Tezuka World	OVA	1	Apr, 2009	5.76	https://myanimelist.net/anime/6513/Ravex_in_Tezuka_World
One Piece Film: Strong World Episode 0	OVA	1	Apr, 2010	8.09	https://myanimelist.net/anime/8740/One_Piece_Film__Strong_World_Episode_0
Mofu☆Mofu	TV	11	Aug, 2008 to 2008	5.33	https://myanimelist.net/anime/5241/Mofu☆Mofu
Lion x Kamiusagi Rope	ONA	3	Dec, 2014	5.11	https://myanimelist.net/anime/35308/Lion_x_Kamiusagi_Rope
Inazuma Eleven x Kaitou Gru no Tsuki Dorobou	Special	4	Feb, 2011 to Mar, 2011	5.88	https://myanimelist.net/anime/36913/Inazuma_Eleven_x_Kaitou_Gru_no_Tsuki_Dorobou
Dragon Ball Z: Summer Vacation Special	Special	1	Jul, 1992	6.82	https://myanimelist.net/anime/22695/Dragon_Ball_Z__Summer_Vacation_Special
Detective Conan: Let's Try a Curious Experiment!	OVA	1	Jul, 1998	6.76	https://myanimelist.net/anime/33146/Detective_Conan__Lets_Try_a_Curious_Experiment
Kamiusagi Rope	Movie	14	Jun, 2009 to Dec, 2010	5.50	https://myanimelist.net/anime/13817/Kamiusagi_Rope
Mameshiba	Special	24	Mar, 2008 to 2013	7.18	https://myanimelist.net/anime/7261/Mameshiba
Katekyo Hitman Reborn! Special	ONA	1	Mar, 2010	7.67	https://myanimelist.net/anime/8532/Katekyo_Hitman_Reborn_Special
Teinenpi Shoujo Haiji	ONA	8	May, 2009 to Jul, 2010	5.66	https://myanimelist.net/anime/8176/Teinenpi_Shoujo_Haiji
Detective Conan: The Bomb Demon That Came From the Picture Book	Special	2	Not available	N/A	https://myanimelist.net/anime/35901/Detective_Conan__The_Bomb_Demon_That_Came_From_the_Picture_Book
Dr. Slump N-cha! Arale no Oshioki! Idea Dorobou wo Yattsuke-cha e	OVA	1	Not available	6.69	https://myanimelist.net/anime/39368/Dr_Slump_N-cha_Arale_no_Oshioki_Idea_Dorobou_wo_Yattsuke-cha_e
Soukou Musume Senki	TV	Unknown	Not available	N/A	https://myanimelist.net/anime/36458/Soukou_Musume_Senki
Gintama (Shinsaku)	TV	Unknown	Not available	N/A	https://myanimelist.net/anime/39486/Gintama_Shinsaku
Shounen Sunday CM Gekijou: InuYasha-hen	Special	2	Nov, 1996 to 2000	6.17	https://myanimelist.net/anime/31133/Shounen_Sunday_CM_Gekijou__InuYasha-hen
Kamiusagi Rope 2	Movie	12	Nov, 2010 to Dec, 2011	5.27	https://myanimelist.net/anime/13819/Kamiusagi_Rope_2
Mori no Kaori x Kamiusagi Rope	ONA	3	Nov, 2013 to Apr, 2014	5.00	https://myanimelist.net/anime/35306/Mori_no_Kaori_x_Kamiusagi_Rope
Mameshiba x Tunes!	Special	1	Nov, 2017	3.68	https://myanimelist.net/anime/39697/Mameshiba_x_Tunes
