name	media type	episode count	dates aired	rating	url
One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura	Movie	1	2008-03-01 00:00:00	7.59	https://myanimelist.net/anime/3848/One_Piece_Movie_9__Episode_of_Chopper_Plus_-_Fuyu_ni_Saku_Kiseki_no_Sakura
Lupin III: Green vs. Red	OVA	1	2008-04-02 00:00:00	6.70	https://myanimelist.net/anime/4320/Lupin_III__Green_vs_Red
To LOVE-Ru	TV	26	2008-04-04 00:00:00	7.21	https://myanimelist.net/anime/3455/To_LOVE-Ru
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid	Special	2	2008-04-06 00:00:00	6.71	https://myanimelist.net/anime/33881/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Washi_to_Ore_-_Bokura_wa_Asakusa_Shounen_Tanteid
Golgo 13 (TV)	TV	50	2008-04-12 00:00:00	7.58	https://myanimelist.net/anime/4039/Golgo_13_TV
Detective Conan Movie 12: Full Score of Fear	Movie	1	2008-04-19 00:00:00	7.91	https://myanimelist.net/anime/4447/Detective_Conan_Movie_12__Full_Score_of_Fear
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab	OVA	1	2008-04-19 00:00:00	7.62	https://myanimelist.net/anime/5348/Detective_Conan_Magic_File_2__Kudou_Shinichi_-_The_Case_of_the_Mysterious_Wall_and_the_Black_Lab
Yatterman Specials	Special	2	2008-05-05 00:00:00	6.16	https://myanimelist.net/anime/25749/Yatterman_Specials
Cofun Gal no Coffy: Juuninin to Ikareru Cofun-tachi	Movie	1	2008-05-24 00:00:00	4.75	https://myanimelist.net/anime/13509/Cofun_Gal_no_Coffy__Juuninin_to_Ikareru_Cofun-tachi
Himitsukessha Taka no Tsume The Movie II: Watashi wo Aishita Kuro Oolong-Cha	Movie	1	2008-05-31 00:00:00	5.82	https://myanimelist.net/anime/8356/Himitsukessha_Taka_no_Tsume_The_Movie_II__Watashi_wo_Aishita_Kuro_Oolong-Cha
Batman: Gotham Knight	OVA	6	2008-07-08 00:00:00	7.04	https://myanimelist.net/anime/4094/Batman__Gotham_Knight
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan	Special	1	2008-07-25 00:00:00	7.14	https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan
InuYasha: Kuroi Tessaiga	Special	1	2008-07-30 00:00:00	7.86	https://myanimelist.net/anime/4886/InuYasha__Kuroi_Tessaiga
Naruto: Shippuuden Movie 2 - Kizuna	Movie	1	2008-08-02 00:00:00	7.40	https://myanimelist.net/anime/4437/Naruto__Shippuuden_Movie_2_-_Kizuna
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!	Special	1	2008-09-21 00:00:00	7.02	https://myanimelist.net/anime/5152/Dragon_Ball__Ossu_Kaettekita_Son_Gokuu_to_Nakama-tachi
Gintama: Shiroyasha Koutan	Special	1	2008-09-21 00:00:00	8.37	https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan
Casshern Sins	TV	24	2008-10-02 00:00:00	7.58	https://myanimelist.net/anime/4981/Casshern_Sins
Inazuma Eleven	TV	127	2008-10-05 00:00:00	7.67	https://myanimelist.net/anime/5231/Inazuma_Eleven
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h	Special	2	2008-10-26 00:00:00	7.11	https://myanimelist.net/anime/33882/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Mezase_Kameari_Superstar_Ryoutsu-shiki_Aidoru_h
One Piece: Romance Dawn Story	OVA	1	2008-11-24 00:00:00	7.48	https://myanimelist.net/anime/5252/One_Piece__Romance_Dawn_Story
Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi	OVA	3	2008-12-08 00:00:00	6.28	https://myanimelist.net/anime/23889/Pyuu_to_Fuku_Jaguar__Return_of_Yaku_Ichinenburi
Peeping Life Specials	Special	2	2009	4.84	https://myanimelist.net/anime/17159/Peeping_Life_Specials
Pyuu to Fuku! Jaguar: Ima, Fuki ni Yukimasu	Movie	1	2009-01-01 00:00:00	6.81	https://myanimelist.net/anime/5240/Pyuu_to_Fuku_Jaguar__Ima_Fuki_ni_Yukimasu
Lupin III vs. Detective Conan	Special	1	2009-03-27 00:00:00	7.86	https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan
To LOVE-Ru OVA	OVA	6	2009-04-03 00:00:00	7.42	https://myanimelist.net/anime/5667/To_LOVE-Ru_OVA
Shin Mazinger Shougeki! Z-hen	TV	26	2009-04-04 00:00:00	7.86	https://myanimelist.net/anime/5485/Shin_Mazinger_Shougeki_Z-hen
Dragon Ball Kai	TV	97	2009-04-05 00:00:00	7.87	https://myanimelist.net/anime/6033/Dragon_Ball_Kai
Detective Conan Movie 13: The Raven Chaser	Movie	1	2009-04-18 00:00:00	8.34	https://myanimelist.net/anime/5460/Detective_Conan_Movie_13__The_Raven_Chaser
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata	OVA	1	2009-04-18 00:00:00	7.53	https://myanimelist.net/anime/6231/Detective_Conan_Magic_File_3__Shinichi_and_Ran_-_Memories_of_Mahjong_Tiles_and_Tanabata
Peeping Life	TV	10	2009-05-14 00:00:00	5.36	https://myanimelist.net/anime/6525/Peeping_Life
Detective Conan OVA 09: The Stranger in 10 Years...	OVA	1	2009-06-17 00:00:00	8.03	https://myanimelist.net/anime/6438/Detective_Conan_OVA_09__The_Stranger_in_10_Years
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono	Movie	1	2009-08-01 00:00:00	7.45	https://myanimelist.net/anime/6325/Naruto__Shippuuden_Movie_3_-_Hi_no_Ishi_wo_Tsugu_Mono
Utsurun Desu.	OVA	3	2009-08-21 00:00:00	6.67	https://myanimelist.net/anime/6528/Utsurun_Desu
Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron	Movie	1	2009-08-22 00:00:00	6.34	https://myanimelist.net/anime/6693/Yatterman_the_Movie__Shin_Yattermecha_Osu_Gou_Omocha_no_Kuni_de_Dai_Ketsudan_da_Koron
Taka no Tsume x Ballad Katte ni Senden Movie	ONA	1	2009-09-09 00:00:00	4.55	https://myanimelist.net/anime/34371/Taka_no_Tsume_x_Ballad_Katte_ni_Senden_Movie
Mameshiba the DVD Green Pea-shiba no Kutsujoku	OVA	4	2009-09-16 00:00:00	5.73	https://myanimelist.net/anime/33705/Mameshiba_the_DVD_Green_Pea-shiba_no_Kutsujoku
InuYasha: Kanketsu-hen	TV	26	2009-10-04 00:00:00	8.30	https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi	Special	12	2009-10-05 00:00:00	4.90	https://myanimelist.net/anime/34373/Himitsukessha_Taka_no_Tsume__Teikyou_Kakutoku_Daisakusen_-_Sakusen_Kaigi
Himitsukessha Taka no Tsume Countdown	TV	11	2009-10-07 00:00:00	6.04	https://myanimelist.net/anime/7175/Himitsukessha_Taka_no_Tsume_Countdown
Cofun Gal no Coffy Campus Life	TV	11	2009-10-07 00:00:00	4.91	https://myanimelist.net/anime/13505/Cofun_Gal_no_Coffy_Campus_Life
Toriko: Jump Super Anime Tour 2009 Special	Special	1	2009-10-12 00:00:00	7.08	https://myanimelist.net/anime/6941/Toriko__Jump_Super_Anime_Tour_2009_Special
Naruto: The Cross Roads	Special	1	2009-10-12 00:00:00	6.92	https://myanimelist.net/anime/7367/Naruto__The_Cross_Roads
Cofun Gal no Coffy Campus Life: Intro	ONA	1	2009-10-27 00:00:00	4.16	https://myanimelist.net/anime/34372/Cofun_Gal_no_Coffy_Campus_Life__Intro
Kamiusagi Rope x TOHO Cinemas	ONA	Unknown	2009-11-05 00:00:00	5.13	https://myanimelist.net/anime/35311/Kamiusagi_Rope_x_TOHO_Cinemas
Peeping Life: Gekijou Original-ban	Movie	5	2009-12-01 00:00:00	5.14	https://myanimelist.net/anime/22675/Peeping_Life__Gekijou_Original-ban
One Piece Film: Strong World	Movie	1	2009-12-12 00:00:00	8.29	https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World
Himitsukessha Taka no Tsume Countdown Specials	Special	5	2009-12-18 00:00:00	5.62	https://myanimelist.net/anime/34369/Himitsukessha_Taka_no_Tsume_Countdown_Specials
Cofun Gal no Coffy Campus Life Specials	Special	5	2009-12-18 00:00:00	6.07	https://myanimelist.net/anime/34370/Cofun_Gal_no_Coffy_Campus_Life_Specials
Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni	Movie	1	2010-01-16 00:00:00	5.37	https://myanimelist.net/anime/8357/Himitsukessha_Taka_no_Tsume_The_Movie_3__http___takanotsumejp_wa_Eien_ni
Cofun Gal no Coffy: Cofunderella	Movie	1	2010-01-16 00:00:00	5.15	https://myanimelist.net/anime/13511/Cofun_Gal_no_Coffy__Cofunderella
Lupin III: The Last Job	Special	1	2010-02-12 00:00:00	7.07	https://myanimelist.net/anime/8097/Lupin_III__The_Last_Job
One Piece Recap	OVA	1	2010-03-17 00:00:00	7.28	https://myanimelist.net/anime/8171/One_Piece_Recap
Gintama: Dai Hanseikai	Special	1	2010-03-25 00:00:00	8.12	https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview	Special	3	2010-04-07 00:00:00	7.48	https://myanimelist.net/anime/9023/Katekyo_Hitman_Reborn__Mr_Rebokku_no_Ciao_Ciao_Interview
Detective Conan OVA 10: Kid in Trap Island	OVA	1	2010-04-14 00:00:00	7.88	https://myanimelist.net/anime/8609/Detective_Conan_OVA_10__Kid_in_Trap_Island
Peeping Life: The Perfect Emotion	OVA	10	2010-04-16 00:00:00	5.48	https://myanimelist.net/anime/16371/Peeping_Life__The_Perfect_Emotion
Peeping Life: The Perfect Emotion Special	Special	1	2010-04-16 00:00:00	5.22	https://myanimelist.net/anime/17161/Peeping_Life__The_Perfect_Emotion_Special
Magic Kaito	Special	12	2010-04-17 00:00:00	7.95	https://myanimelist.net/anime/8310/Magic_Kaito
Detective Conan Movie 14: The Lost Ship in the Sky	Movie	1	2010-04-17 00:00:00	8.24	https://myanimelist.net/anime/6467/Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey	OVA	1	2010-04-17 00:00:00	7.61	https://myanimelist.net/anime/8331/Detective_Conan_Magic_File_4__Osaka_Okonomiyaki_Odyssey
Gintama Movie 1: Shinyaku Benizakura-hen	Movie	1	2010-04-24 00:00:00	8.55	https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen
Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko	OVA	1	2010-06-10 00:00:00	5.66	https://myanimelist.net/anime/30753/Himitsukessha_Taka_no_Tsume_The_Movie_4__Kaspersky_wo_Motsu_Otoko
Naruto: Shippuuden Movie 4 - The Lost Tower	Movie	1	2010-07-31 00:00:00	7.52	https://myanimelist.net/anime/8246/Naruto__Shippuuden_Movie_4_-_The_Lost_Tower
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!	Movie	1	2010-07-31 00:00:00	7.07	https://myanimelist.net/anime/10659/Naruto_Soyokazeden_Movie__Naruto_to_Mashin_to_Mitsu_no_Onegai_Dattebayo
PS3® no Tsukai Kata: feat.Peeping Life	OVA	6	2010-09-26 00:00:00	5.54	https://myanimelist.net/anime/32148/PS3®_no_Tsukai_Kata__featPeeping_Life
Bakuman.	TV	25	2010-10-02 00:00:00	8.30	https://myanimelist.net/anime/7674/Bakuman
Cyborg 009: The Reopening	Special	1	2010-10-05 00:00:00	5.62	https://myanimelist.net/anime/9629/Cyborg_009__The_Reopening
Motto To LOVE-Ru	TV	12	2010-10-06 00:00:00	7.48	https://myanimelist.net/anime/9181/Motto_To_LOVE-Ru
Toriko: Barbarian Ivy wo Hokaku Seyo!	Special	1	2010-10-23 00:00:00	6.74	https://myanimelist.net/anime/11787/Toriko__Barbarian_Ivy_wo_Hokaku_Seyo
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku	OVA	1	2010-11-11 00:00:00	6.88	https://myanimelist.net/anime/10017/Dragon_Ball__Super_Saiya-jin_Zetsumetsu_Keikaku
Mazinkaiser SKL	OVA	3	2010-11-27 00:00:00	7.11	https://myanimelist.net/anime/8666/Mazinkaiser_SKL
Gintama: Shinyaku Benizakura-hen	Special	1	2010-12-15 00:00:00	8.31	https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen
Inazuma Eleven: Saikyou Gundan Ogre Shuurai	Movie	1	2010-12-23 00:00:00	7.45	https://myanimelist.net/anime/9032/Inazuma_Eleven__Saikyou_Gundan_Ogre_Shuurai
Babyshiba	Special	6	2011	5.64	https://myanimelist.net/anime/33548/Babyshiba
Pepsi Nex x 009 Re:Cyborg	Movie	3	2011 to 2013	5.68	https://myanimelist.net/anime/32736/Pepsi_Nex_x_009_Re_Cyborg
Naruto x UT	OVA	1	2011-01-01 00:00:00	7.51	https://myanimelist.net/anime/10075/Naruto_x_UT
Hybrid Deka	Movie	1	2011-01-22 00:00:00	5.19	https://myanimelist.net/anime/10238/Hybrid_Deka
Peeping Life: The Perfect Evolution	OVA	10	2011-01-27 00:00:00	5.42	https://myanimelist.net/anime/16373/Peeping_Life__The_Perfect_Evolution
Peeping Life: The Perfect Evolution Specials	Special	3	2011-01-27 00:00:00	5.10	https://myanimelist.net/anime/17163/Peeping_Life__The_Perfect_Evolution_Specials
Kamiusagi Rope Specials	Special	2	2011-01-28 00:00:00	4.74	https://myanimelist.net/anime/30148/Kamiusagi_Rope_Specials
Danball Senki	TV	44	2011-03-02 00:00:00	7.22	https://myanimelist.net/anime/7081/Danball_Senki
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou	Special	1	2011-03-05 00:00:00	6.91	https://myanimelist.net/anime/20871/Nissan_Serena_x_One_Piece_3D__Mugiwara_Chase_-_Sennyuu_Sauzando_Sanii-gou
SKET Dance: SD Character Flash Anime	ONA	16	2011-03-07 00:00:00	6.66	https://myanimelist.net/anime/16718/SKET_Dance__SD_Character_Flash_Anime
Toriko 3D: Kaimaku Gourmet Adventure!!	Movie	1	2011-03-19 00:00:00	6.79	https://myanimelist.net/anime/10074/Toriko_3D__Kaimaku_Gourmet_Adventure
One Piece 3D: Mugiwara Chase	Movie	1	2011-03-19 00:00:00	7.21	https://myanimelist.net/anime/9999/One_Piece_3D__Mugiwara_Chase
Toriko	TV	147	2011-04-03 00:00:00	7.67	https://myanimelist.net/anime/10033/Toriko
Gintama'	TV	51	2011-04-04 00:00:00	9.09	https://myanimelist.net/anime/9969/Gintama
SKET Dance	TV	77	2011-04-07 00:00:00	8.31	https://myanimelist.net/anime/9863/SKET_Dance
Detective Conan Movie 15: Quarter of Silence	Movie	1	2011-04-16 00:00:00	8.12	https://myanimelist.net/anime/9963/Detective_Conan_Movie_15__Quarter_of_Silence
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio	OVA	1	2011-04-16 00:00:00	7.43	https://myanimelist.net/anime/10531/Detective_Conan_Magic_File_5__Niigata_-_Tokyo_Omiyage_Capriccio
Ninja-tai Gatchaman ZIP!	TV	475	2011-04-18 00:00:00	5.72	https://myanimelist.net/anime/31517/Ninja-tai_Gatchaman_ZIP
Detective Conan vs. Wooo	ONA	2	2011-04-22 00:00:00	6.12	https://myanimelist.net/anime/10766/Detective_Conan_vs_Wooo
Kemurikusa	ONA	2	2011-05-01 00:00:00	5.78	https://myanimelist.net/anime/37311/Kemurikusa
SKET Dance: Tettei Bunseki Special	Special	1	2011-05-03 00:00:00	7.10	https://myanimelist.net/anime/10775/SKET_Dance__Tettei_Bunseki_Special
Inazuma Eleven Go	TV	47	2011-05-04 00:00:00	7.16	https://myanimelist.net/anime/10507/Inazuma_Eleven_Go
Detective Conan OVA 11: A Secret Order from London	OVA	1	2011-05-30 00:00:00	7.47	https://myanimelist.net/anime/10703/Detective_Conan_OVA_11__A_Secret_Order_from_London
Inumarudashi	TV	4	2011-06-10 00:00:00	5.37	https://myanimelist.net/anime/10847/Inumarudashi
Peeping Life x Kids Station	Special	3	2011-07-06 00:00:00	4.13	https://myanimelist.net/anime/32147/Peeping_Life_x_Kids_Station
Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo	Special	1	2011-07-15 00:00:00	4.54	https://myanimelist.net/anime/13499/Himitsukessha_Taka_no_Tsume_THE_PLANETARIUM__Burabura_Black_Hole_no_Nazo
Naruto: Shippuuden Movie 5 - Blood Prison	Movie	1	2011-07-30 00:00:00	7.58	https://myanimelist.net/anime/10589/Naruto__Shippuuden_Movie_5_-_Blood_Prison
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!	Movie	1	2011-07-30 00:00:00	7.25	https://myanimelist.net/anime/10686/Naruto__Honoo_no_Chuunin_Shiken_Naruto_vs_Konohamaru
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni	Special	1	2011-08-02 00:00:00	7.64	https://myanimelist.net/anime/11359/Dragon_Ball_Kai__Mirai_ni_Heiwa_wo_Goku_no_Tamashii_yo_Eien_ni
Peeping Life: TV Asahi Josei Announcer Collab	Special	1	2011-08-19 00:00:00	4.76	https://myanimelist.net/anime/32146/Peeping_Life__TV_Asahi_Josei_Announcer_Collab
Peeping Life: The Perfect Extension	OVA	10	2011-09-23 00:00:00	5.57	https://myanimelist.net/anime/16377/Peeping_Life__The_Perfect_Extension
Peeping Life: The Perfect Extension Specials	Special	2	2011-09-23 00:00:00	4.60	https://myanimelist.net/anime/32145/Peeping_Life__The_Perfect_Extension_Specials
Bakuman. 2nd Season	TV	25	2011-10-01 00:00:00	8.46	https://myanimelist.net/anime/10030/Bakuman_2nd_Season
One Piece 3D: Gekisou! Trap Coaster	Movie	1	2011-12-01 00:00:00	7.21	https://myanimelist.net/anime/12001/One_Piece_3D__Gekisou_Trap_Coaster
Lupin III: Chi no Kokuin - Eien no Mermaid	Special	1	2011-12-02 00:00:00	7.30	https://myanimelist.net/anime/11777/Lupin_III__Chi_no_Kokuin_-_Eien_no_Mermaid
Inazuma Eleven Go: Tokubetsu-hen	Special	2	2011-12-08 00:00:00	6.80	https://myanimelist.net/anime/12585/Inazuma_Eleven_Go__Tokubetsu-hen
Dragon Ball: Episode of Bardock	Special	1	2011-12-17 00:00:00	7.31	https://myanimelist.net/anime/12231/Dragon_Ball__Episode_of_Bardock
Kamiusagi Rope 3	Movie	12	2011-12-23 00:00:00	4.88	https://myanimelist.net/anime/30150/Kamiusagi_Rope_3
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon	Movie	1	2011-12-23 00:00:00	7.59	https://myanimelist.net/anime/10999/Inazuma_Eleven_Go__Kyuukyoku_no_Kizuna_Gryphon
Tatsunoko Pro x Peeping Life	ONA	2	2011-12-26 00:00:00	5.14	https://myanimelist.net/anime/32149/Tatsunoko_Pro_x_Peeping_Life
Detective Conan: The Magician of Starlight	Movie	1	2012	7.06	https://myanimelist.net/anime/36760/Detective_Conan__The_Magician_of_Starlight
Mameshi-Pamyu-Pamyu	Special	9	2012 to 2013	5.46	https://myanimelist.net/anime/33551/Mameshi-Pamyu-Pamyu
Seishain Cyborg 003	ONA	2	2012-01-10 00:00:00	5.45	https://myanimelist.net/anime/33163/Seishain_Cyborg_003
Danball Senki W	TV	58	2012-01-18 00:00:00	7.25	https://myanimelist.net/anime/12651/Danball_Senki_W
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun	TV	9	2012-01-22 00:00:00	5.89	https://myanimelist.net/anime/13207/Himitsukessha_Taka_no_Tsume_Gaiden__Mukashi_no_Yoshida-kun
Kamiusagi Rope 2 Specials	Special	4	2012-01-27 00:00:00	4.54	https://myanimelist.net/anime/30149/Kamiusagi_Rope_2_Specials
Peeping Life 5.0ch	OVA	10	2012-02-03 00:00:00	5.61	https://myanimelist.net/anime/19849/Peeping_Life_50ch
Kamiusagi Rope 3 (ONA)	ONA	2	2012-02-12 00:00:00	5.16	https://myanimelist.net/anime/13831/Kamiusagi_Rope_3_ONA
Kamiusagi Rope x au Collaboration	ONA	6	2012-03-11 00:00:00	4.85	https://myanimelist.net/anime/13825/Kamiusagi_Rope_x_au_Collaboration
Kamiusagi Rope Movie Episode 0	ONA	1	2012-03-13 00:00:00	5.47	https://myanimelist.net/anime/13823/Kamiusagi_Rope_Movie_Episode_0
Taka no Tsume NEO Announcement Movie	Special	1	2012-03-14 00:00:00	5.20	https://myanimelist.net/anime/13435/Taka_no_Tsume_NEO_Announcement_Movie
Kamiusagi Rope x Panasonic Collaboration	Movie	1	2012-03-19 00:00:00	5.80	https://myanimelist.net/anime/13827/Kamiusagi_Rope_x_Panasonic_Collaboration
Lupin III: Lupin Ikka Seizoroi	Special	1	2012-03-28 00:00:00	6.82	https://myanimelist.net/anime/13247/Lupin_III__Lupin_Ikka_Seizoroi
Lupin VIII	Special	1	2012-03-28 00:00:00	5.67	https://myanimelist.net/anime/13249/Lupin_VIII
Naruto SD: Rock Lee no Seishun Full-Power Ninden	TV	51	2012-04-03 00:00:00	7.23	https://myanimelist.net/anime/12979/Naruto_SD__Rock_Lee_no_Seishun_Full-Power_Ninden
Lupin the Third: Mine Fujiko to Iu Onna	TV	13	2012-04-05 00:00:00	7.81	https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna
Himitsukessha Taka no Tsume NEO	TV	38	2012-04-06 00:00:00	6.13	https://myanimelist.net/anime/13431/Himitsukessha_Taka_no_Tsume_NEO
himitsukesshatakanotsume.jp	ONA	78	2012-04-06 00:00:00	5.82	https://myanimelist.net/anime/13433/himitsukesshatakanotsumejp
Detective Conan Movie 16: The Eleventh Striker	Movie	1	2012-04-14 00:00:00	7.83	https://myanimelist.net/anime/12117/Detective_Conan_Movie_16__The_Eleventh_Striker
Detective Conan Bonus File: Fantasista Flower	OVA	1	2012-04-14 00:00:00	7.49	https://myanimelist.net/anime/13837/Detective_Conan_Bonus_File__Fantasista_Flower
Inazuma Eleven Go: Chrono Stone	TV	51	2012-04-18 00:00:00	7.35	https://myanimelist.net/anime/13261/Inazuma_Eleven_Go__Chrono_Stone
Mini Rope	TV	4	2012-05-04 00:00:00	4.81	https://myanimelist.net/anime/35317/Mini_Rope
Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?	Movie	1	2012-05-12 00:00:00	5.27	https://myanimelist.net/anime/13821/Kamiusagi_Rope_tsuka_Natsuyasumi_Rasuichi_tte_Maji_ssuka
Detective Conan OVA 12: The Miracle of Excalibur	OVA	1	2012-05-24 00:00:00	7.13	https://myanimelist.net/anime/13839/Detective_Conan_OVA_12__The_Miracle_of_Excalibur
au x Rope	ONA	3	2012-07-10 00:00:00	5.01	https://myanimelist.net/anime/30152/au_x_Rope
Naruto: Shippuuden Movie 6 - Road to Ninja	Movie	1	2012-07-28 00:00:00	7.79	https://myanimelist.net/anime/13667/Naruto__Shippuuden_Movie_6_-_Road_to_Ninja
To LOVE-Ru Darkness OVA	OVA	6	2012-08-17 00:00:00	7.72	https://myanimelist.net/anime/13851/To_LOVE-Ru_Darkness_OVA
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna	Special	1	2012-08-25 00:00:00	8.23	https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna
Gintama: Yorinuki Gintama-san on Theater 2D	Movie	2	2012-08-26 00:00:00	8.48	https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D
Bakuman. 2nd Season Special	Special	1	2012-09-26 00:00:00	6.83	https://myanimelist.net/anime/23369/Bakuman_2nd_Season_Special
Bakuman.: Deraman.	Special	2	2012-09-29 00:00:00	7.29	https://myanimelist.net/anime/15711/Bakuman__Deraman
Gintama': Enchousen	TV	13	2012-10-04 00:00:00	9.05	https://myanimelist.net/anime/15417/Gintama__Enchousen
Bakuman. 3rd Season	TV	25	2012-10-06 00:00:00	8.64	https://myanimelist.net/anime/12365/Bakuman_3rd_Season
To LOVE-Ru Darkness	TV	12	2012-10-06 00:00:00	7.65	https://myanimelist.net/anime/13663/To_LOVE-Ru_Darkness
009 Re:Cyborg x Zip	ONA	10	2012-10-15 00:00:00	5.29	https://myanimelist.net/anime/32737/009_Re_Cyborg_x_Zip
Peeping Life: The Perfect Explosion	OVA	10	2012-10-18 00:00:00	5.59	https://myanimelist.net/anime/17359/Peeping_Life__The_Perfect_Explosion
Peeping Life: The Perfect Explosion Specials	Special	2	2012-10-18 00:00:00	5.49	https://myanimelist.net/anime/25941/Peeping_Life__The_Perfect_Explosion_Specials
009 Re:Cyborg	Movie	1	2012-10-27 00:00:00	6.63	https://myanimelist.net/anime/11755/009_Re_Cyborg
InaDan Movie x Mameshiba Collab CM	Special	2	2012-10-30 00:00:00	5.59	https://myanimelist.net/anime/33544/InaDan_Movie_x_Mameshiba_Collab_CM
Lupin III: Touhou Kenbunroku - Another Page	Special	1	2012-11-02 00:00:00	6.90	https://myanimelist.net/anime/15783/Lupin_III__Touhou_Kenbunroku_-_Another_Page
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?	TV	Unknown	2012-11-16 00:00:00	5.56	https://myanimelist.net/anime/30151/Kamiusagi_Rope__Warau_Asa_ni_wa_Fukuraitaru_tte_Maji_ssuka
Peeping Life x I-O Data: Quiz!! Input Output	ONA	8	2012-11-30 00:00:00	5.19	https://myanimelist.net/anime/29729/Peeping_Life_x_I-O_Data__Quiz_Input_Output
Inazuma Eleven Go vs. Danball Senki W Movie	Movie	1	2012-12-01 00:00:00	7.24	https://myanimelist.net/anime/15785/Inazuma_Eleven_Go_vs_Danball_Senki_W_Movie
himitsukesshatakanotsume.jp Specials	Special	2	2012-12-12 00:00:00	5.52	https://myanimelist.net/anime/30752/himitsukesshatakanotsumejp_Specials
One Piece Film: Z	Movie	1	2012-12-15 00:00:00	8.29	https://myanimelist.net/anime/12859/One_Piece_Film__Z
One Piece: Episode of Luffy - Hand Island no Bouken	Special	1	2012-12-15 00:00:00	7.76	https://myanimelist.net/anime/16239/One_Piece__Episode_of_Luffy_-_Hand_Island_no_Bouken
Lupin Shanshei	OVA	10	2012-12-19 00:00:00	5.68	https://myanimelist.net/anime/16183/Lupin_Shanshei
Lupin Shanshei Pilot	Special	1	2012-12-19 00:00:00	5.71	https://myanimelist.net/anime/31984/Lupin_Shanshei_Pilot
Peeping Life: World History	ONA	40	2012-12-20 00:00:00	5.94	https://myanimelist.net/anime/17237/Peeping_Life__World_History
One Piece: Romance Dawn	OVA	1	2012-12-20 00:00:00	7.57	https://myanimelist.net/anime/16287/One_Piece__Romance_Dawn
One Piece: Glorious Island	Special	2	2012-12-23 00:00:00	7.29	https://myanimelist.net/anime/16468/One_Piece__Glorious_Island
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi	OVA	1	2013-02-04 00:00:00	8.03	https://myanimelist.net/anime/16395/SKET_Dance__Imouto_no_Nayami_ni_Nayamu_Ani_ni_Nayamu_Imouto_to_Sono_Nakama-tachi
Dragon Ball Z Movie 14: Kami to Kami	Movie	1	2013-03-30 00:00:00	7.53	https://myanimelist.net/anime/14837/Dragon_Ball_Z_Movie_14__Kami_to_Kami
