name	media type	episode count	dates aired	rating
Lupin the IIIrd: Chikemuri no Ishikawa Goemon	Movie	1	2017-02-04 00:00:00	7.88
Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou	ONA	1	2017-02-05 00:00:00	4.43
Gekiyaba∞Bokkan!!	
Episodes:
  1
  	1	2017-02-20 00:00:00	5.00
Heisei Matsue Kaidan: Ayashi	ONA	2	2017-03-16 00:00:00	4.85
Yoshida no Matsue Beauty Daisakusen	ONA	3	2017-03-16 00:00:00	5.73
Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour	ONA	1	2017-03-16 00:00:00	4.58
Yoshida no Matsue Beauty Daisakusen Prologue	ONA	1	2017-03-16 00:00:00	5.20
Kemono Friends: Bus-teki	ONA	1	2017-04-04 00:00:00	6.74
Boruto: Naruto Next Generations	TV	Unknown	2017-04-05 00:00:00	6.60
Atom: The Beginning	TV	12	2017-04-15 00:00:00	6.92
Detective Conan Movie 21: The Crimson Love Letter	Movie	1	2017-04-15 00:00:00	7.81
Mahouka x Mameshiba	ONA	4	2017-05-24 00:00:00	5.25
BraFro x Taka no Tsume: Brave Funding Prologue	ONA	1	2017-05-28 00:00:00	5.00
NoisyCell x Ponkotsu Quest	ONA	1	2017-06-07 00:00:00	5.17
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo	Movie	1	2017-06-17 00:00:00	7.59
Sono Me ga Mitsumeru Mono	ONA	1	2017-06-19 00:00:00	5.33
Taka no Tsume: Tokyo Comic Con 2017 no Ouen-dan ni Shuunin Kettei!	ONA	1	2017-07-29 00:00:00	4.26
Uma no Friends	ONA	1	2017-08-08 00:00:00	6.39
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken	Special	1	2017-08-26 00:00:00	8.04
Nissin Cup Noodles China x Gintama	ONA	3	2017-08-29 00:00:00	7.19
Anisama	ONA	1	2017-08-30 00:00:00	5.98
Felix x Kamiusagi Rope	ONA	Unknown	2017-09-03 00:00:00	5.39
Nissin no Donbei x Kemono Friends	ONA	1	2017-09-19 00:00:00	6.17
Gintama.: Porori-hen	TV	13	2017-10-02 00:00:00	8.57
Infini-T Force	TV	12	2017-10-03 00:00:00	6.60
Time Bokan: Gyakushuu no San Akunin	TV	24	2017-10-07 00:00:00	5.78
Kamiusagi Rope x Boruto: Naruto Next Generations	ONA	1	2017-10-12 00:00:00	5.79
DC Super Heroes vs Taka no Tsume Dan	Movie	1	2017-10-21 00:00:00	5.68
Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory	ONA	1	2017-10-31 00:00:00	5.69
To LOVE-Ru: Multiplication - Mae kara Ushiro kara	OVA	1	2017-11-02 00:00:00	7.27
Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai	Movie	1	2017-12-02 00:00:00	6.93
Elleair x Kamiusagi Rope	ONA	Unknown	2018-01-03 00:00:00	4.56
Devilman: Crybaby	ONA	10	2018-01-05 00:00:00	7.94
Poputepipikku	TV	12	2018-01-07 00:00:00	7.33
Gintama.: Shirogane no Tamashii-hen	TV	12	2018-01-08 00:00:00	8.82
Mazinger Z Movie: Infinity	Movie	1	2018-01-13 00:00:00	6.88
Saiki Kusuo no Ψ-nan 2	TV	24	2018-01-17 00:00:00	8.62
Alphard x Taka no Tsume	ONA	3	2018-01-19 00:00:00	5.29
Inazuma Eleven: Reloaded - Soccer no Henkaku	Special	1	2018-01-21 00:00:00	7.19
DC Super Heroes vs Taka no Tsume Dan Promotion Eizou	ONA	1	2018-02-02 00:00:00	4.96
Ippun de Wakaru Eiga "Donten ni Warau" Kaisetsu Yokoku	ONA	1	2018-02-09 00:00:00	4.95
Infini-T Force Movie: Gatchaman - Saraba Tomo yo	Movie	1	2018-02-24 00:00:00	6.40
Poputepipikku Specials	Special	3	2018-02-28 00:00:00	6.02
Donten ni Warau x Mameshiba	ONA	1	2018-03-07 00:00:00	5.47
Ninja Batman x Poputepipikku Kindan no Collab CM	Special	1	2018-03-24 00:00:00	6.20
Devilman: Crybaby - Digest Eizou	ONA	1	2018-03-24 00:00:00	5.93
Sukoyaka Oyako 21 x Taka no Tsume Dan	ONA	5	2018-03-30 00:00:00	5.14
Yoshida no Time Slip Fumai-kou	ONA	3	2018-04-01 00:00:00	4.51
Lupin III: Part 5	TV	24	2018-04-04 00:00:00	8.20
Akuma no Kimuraa-hen	Special	1	2018-04-06 00:00:00	6.70
Inazuma Eleven: Ares no Tenbin	TV	26	2018-04-06 00:00:00	6.97
Cutie Honey Universe	TV	12	2018-04-08 00:00:00	5.49
Detective Conan Movie 22: Zero The Enforcer	Movie	1	2018-04-13 00:00:00	7.83
China KFC x Gintama	ONA	1	2018-05-09 00:00:00	7.00
I-O Data x Taka no Tsume	ONA	Unknown	2018-05-24 00:00:00	5.94
Nagano Toshi Gas x Kamiusagi Rope	ONA	4	2018-06-03 00:00:00	6.08
Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma	Movie	1	2018-06-09 00:00:00	7.06
Poputepipikku Kinen	ONA	1	2018-06-14 00:00:00	6.39
Ninja Batman	Movie	1	2018-06-15 00:00:00	6.28
Dragon Ball Heroes	ONA	Unknown	2018-07-01 00:00:00	5.66
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen	TV	14	2018-07-09 00:00:00	8.86
Himitsukessha Taka no Tsume GG	ONA	Unknown	2018-07-19 00:00:00	5.47
Lupin III: Lupin wa Ima mo Moete Iru ka?	OVA	1	2018-07-25 00:00:00	7.01
HuGoo.n no Hug Hug Song	
Episodes:
  1
  	1	2018-08-09 00:00:00	5.35
Youkoso Japari Park	ONA	Unknown	2018-08-10 00:00:00	5.59
One Piece: Episode of Sorajima	Special	1	2018-08-25 00:00:00	7.18
Kemurikusa (2018)	ONA	7	2018-08-31 00:00:00	6.45
Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi	Movie	1	2018-09-01 00:00:00	6.88
Bobunemimimmi Specials	Special	2	2018-09-15 00:00:00	5.89
Detective Conan: Amuro Secret Call	Special	1	2018-10-03 00:00:00	6.67
Inazuma Eleven: Orion no Kokuin	TV	Unknown	2018-10-05 00:00:00	7.24
Himote House	TV	12	2018-10-08 00:00:00	5.80
Kagaku Ninya-tai Gatchanyan	ONA	20	2018-10-27 00:00:00	5.52
Dragon Ball Super: Broly - Skytree Super	Special	1	2018-11-01 00:00:00	6.90
Ryuu ga Gotoku Online x Taka no Tsume	ONA	2	2018-11-02 00:00:00	5.26
Nissin Men-nashi Donbei x Himote House	ONA	4	2018-12-02 00:00:00	5.71
Dragon Ball Super Movie: Broly	Movie	1	2018-12-14 00:00:00	8.31
Saiki Kusuo no Ψ-nan: Kanketsu-hen	Special	1	2018-12-28 00:00:00	8.33
Kemurikusa (TV)	TV	12	2019-01-09 00:00:00	7.14
Kemono Friends 2	TV	12	2019-01-15 00:00:00	5.97
Lupin III: Goodbye Partner	Special	1	2019-01-25 00:00:00	6.92
Donbei x Kemurikusa	ONA	Unknown	2019-02-27 00:00:00	6.25
Hametarou	Special	Unknown	2019-03-10 00:00:00	4.09
Poputepipikku Special	Special	1	2019-04-01 00:00:00	7.57
Chokotto Anime Kemono Friends 3	ONA	Unknown	2019-04-02 00:00:00	6.06
Pandora to Akubi	Movie	2	2019-04-05 00:00:00	6.32
Detective Conan Movie 23: The Fist of Blue Sapphire	Movie	1	2019-04-12 00:00:00	7.83
Taka no Tsume-dan Yoshida Presents "Sengoku Taiga" no Susume	ONA	1	2019-04-24 00:00:00	4.63
Taka no Tsume x Johnson: Tatakae! Jokin Shitennou	ONA	Unknown	2019-05-17 00:00:00	5.00
Lupin the IIIrd: Mine Fujiko no Uso	Movie	1	2019-05-31 00:00:00	7.10
Vinland Saga	TV	24	2019-07-08 00:00:00	8.53
Look Plus One Piece Special Movie	ONA	1	2019-07-29 00:00:00	N/A
One Piece Movie 14: Stampede	Movie	1	2019-08-09 00:00:00	N/A
Lupin III: The First	Movie	1	2019-12-06 00:00:00	N/A
Ravex in Tezuka World	OVA	1	Apr, 2009	5.76
One Piece Film: Strong World Episode 0	OVA	1	Apr, 2010	8.09
Mofu☆Mofu	TV	11	Aug, 2008 to 2008	5.33
Lion x Kamiusagi Rope	ONA	3	Dec, 2014	5.11
Inazuma Eleven x Kaitou Gru no Tsuki Dorobou	Special	4	Feb, 2011 to Mar, 2011	5.88
Dragon Ball Z: Summer Vacation Special	Special	1	Jul, 1992	6.82
Detective Conan: Let's Try a Curious Experiment!	OVA	1	Jul, 1998	6.76
Kamiusagi Rope	Movie	14	Jun, 2009 to Dec, 2010	5.50
Mameshiba	Special	24	Mar, 2008 to 2013	7.18
Katekyo Hitman Reborn! Special	ONA	1	Mar, 2010	7.67
To LOVE-Ru Darkness	Manga	NULL	NULL	7.95
To LOVE-Ru	Manga	NULL	NULL	7.61
Trans Boy	One-shot	NULL	NULL	5.90
To LOVE-Ru: Abunai Girls Talk	Novel	NULL	NULL	7.78
Kakioroshi Manga Bangai-hen: Valentine Special	One-shot	NULL	NULL	5.97
Katekyo Hitman Reborn!	Manga	NULL	NULL	8.21
Vongola GP Kuru	Manga	NULL	NULL	6.69
Katekyo Hitman Reborn! Reborn VS Kyouaku Hitmen	One-shot	NULL	NULL	6.80
Katekyo Hitman Reborn! Secret Bullet	Novel	NULL	NULL	7.91
ēlDLIVE	Manga	NULL	NULL	7.10
Bakuman.	Manga	NULL	NULL	8.48
Rakko 11-gou	One-shot	NULL	NULL	6.49
PCP: Kotou no Kodomotachi	Novel	NULL	NULL	7.50
Bakuman. Bangai-hen	Manga	NULL	NULL	7.60
Bakuman.	Novel	NULL	NULL	7.64
Eyeshield 21	Manga	NULL	NULL	8.56
Eyeshield 21	Manga	NULL	NULL	7.38
Jump Super Stars	One-shot	NULL	NULL	6.26
Bobobo-bo Bo-bobo	Manga	NULL	NULL	7.49
Shinsetsu Bobobo-bo Bo-bobo	Manga	NULL	NULL	7.59
Fuwari! Don Patch	Manga	NULL	NULL	1
Honnori! Don Patch	Manga	NULL	NULL	1
Chou Kochikame	Manga	NULL	NULL	6.96
Kochira Katsushikaku Kameari Kouenmae Hashutsujo	Manga	NULL	NULL	7.34
One Piece	Manga	NULL	NULL	9.08
Wanted!	Manga	NULL	NULL	7.44
Romance Dawn	One-shot	NULL	NULL	7.23
One Piece x Toriko	One-shot	NULL	NULL	6.99
Toriko	Manga	NULL	NULL	7.75
Gourmet Gakuen Toriko	Manga	NULL	NULL	6.93
Dragon Ball	Manga	NULL	NULL	8.50
Cross Epoch	One-shot	NULL	NULL	6.59
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!	Manga	NULL	NULL	7.04
Dragon Ball SD	Manga	NULL	NULL	6.78
Neko Majin	Manga	NULL	NULL	6.80
Dragon Ball: Episode of Bardock	Manga	NULL	NULL	6.93
Dragon Ball Z: A Lonesome, Final Battle	Manga	NULL	NULL	1
Dragon Ball Z: Fukkatsu no "F"	Manga	NULL	NULL	6.86
Dragon Ball Super	Manga	NULL	NULL	7.39
Ginga Patrol Jaco	Manga	NULL	NULL	7.18
Dr. Slump	Manga	NULL	NULL	7.79
Toriyama Akira ○-saku Gekijou	Manga	NULL	NULL	7.14
Chotto Kaettekita Dr. Slump	Manga	NULL	NULL	6.90
Dragon Ball Heroes	Manga	NULL	NULL	1
Super Dragon Ball Heroes: Universe Mission	Manga	NULL	NULL	1
Super Dragon Ball Heroes: Dark Demon Realm Mission!	Manga	NULL	NULL	1
Dragon Ball Gaiden: Tensei shitara Yamcha Datta Ken	Manga	NULL	NULL	7.13
Dragon Ball Fusions the Manga!!	Manga	NULL	NULL	1
Tetsuwan Atom	Manga	NULL	NULL	7.45
Pluto	Manga	NULL	NULL	8.58
Aokishi: Tetsuwan Atom Aokishi yori	Manga	NULL	NULL	1
Astro Boy: Tetsuwan Atom	Manga	NULL	NULL	6.82
Atom: The Beginning	Manga	NULL	NULL	7.51
Shinsengumi	Manga	NULL	NULL	1
Atomcat	Manga	NULL	NULL	6.22
Toriko Gaiden	Manga	NULL	NULL	1
Toriko One-Shot (2002)	Manga	NULL	NULL	1
Koisuru One Piece	Manga	NULL	NULL	1
Roronoa Zoro, Umi ni Chiru	One-shot	NULL	NULL	1
One Piece: Strong World	One-shot	NULL	NULL	8.25
One Piece Log Book Omake	Manga	NULL	NULL	7.53
One Piece: Taose! Kaizoku Ganzack	Novel	NULL	NULL	7.17
One Piece: Loguetown-hen	Novel	NULL	NULL	7.58
Shokugeki no Sanji	One-shot	NULL	NULL	6.95
Chopperman	Manga	NULL	NULL	5.99
Chopperman: Yuke Yuke! Minna no Chopper-sensei	Manga	NULL	NULL	5.67
One Piece Party	Manga	NULL	NULL	7.41
One Piece Koby ni no Kobiyama: Urifutatsu Nagi no Ouhihou	Manga	NULL	NULL	1
Ansatsu Kyoushitsu	Manga	NULL	NULL	8.34
Koro-sensei Q!	Manga	NULL	NULL	7.48
Saiki Kusuo no Ψ-nan	Manga	NULL	NULL	8.18
Chounouryokusha Saiki Kusuo no Ψ-nan 0	Manga	NULL	NULL	7.41
Saiki Kusuo no Ψ-nan: Extra Story of Psychics	Novel	NULL	NULL	1
Naruto Gaiden: Nanadaime Hokage to Akairo no Hanatsuzuki	Manga	NULL	NULL	7.25
Naruto	Manga	NULL	NULL	8.10
Naruto	One-shot	NULL	NULL	6.55
Naruto: Shiro no Douji, Keppu no Kijin	Novel	NULL	NULL	7.55
Rock Lee no Seishun Full-Power Ninden	Manga	NULL	NULL	7.09
Naruto Hiden Series	Novel	NULL	NULL	7.88
Naruto Shinden Series	Novel	NULL	NULL	8.44
Naruto Shinden Series (2018)	Novel	NULL	NULL	1
Nambā Fū no Sho: Sugao no Shinjitsu...!!	One-shot	NULL	NULL	1
Nambā Kai no Sho: Shin Ero Ninjutsu Kansei!!	Manga	NULL	NULL	1
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!	Novel	NULL	NULL	1
Naruto: Takigakure no Shitou Ore ga Hero dattebayo!	Novel	NULL	NULL	7.20
Naruto: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!	Novel	NULL	NULL	1
Naruto: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!	Novel	NULL	NULL	1
Naruto: Shippuuden Movie	Novel	NULL	NULL	1
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono	Novel	NULL	NULL	1
Naruto the Movie: Blood Prison	Novel	NULL	NULL	1
Road to Ninja: Naruto the Movie	One-shot	NULL	NULL	7.27
Road to Ninja: Naruto the Movie	Novel	NULL	NULL	1
The Last: Naruto the Movie	Novel	NULL	NULL	8.02
After The Last	Manga	NULL	NULL	1
Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi	One-shot	NULL	NULL	7.20
Boruto: Naruto the Movie	Novel	NULL	NULL	7.62
Uchiha Sasuke no Sharingan Den	Manga	NULL	NULL	7.14
Boruto: Naruto Next Generations	Manga	NULL	NULL	6.76
Boruto: Naruto Next Generations Novel	Novel	NULL	NULL	1
Naruto: Rai no Sho - Ai o Itareta Kemono!!	One-shot	NULL	NULL	1
Naruto Ninden Series	Novel	NULL	NULL	7.78
Naruto Jinraiden: Okami no Naku Hi	Novel	NULL	NULL	7.51
Naruto Gaiden: Michita Tsuki ga Terasu Michi	One-shot	NULL	NULL	7.27
Naruto: Konoha Shinden - Yukemuri Ninpouchou	Novel	NULL	NULL	7.79
One Piece: Stampede	Novel	NULL	NULL	1
Ii Yu da ne!	Manga	NULL	NULL	1
Maison de Penguin	Manga	NULL	NULL	1
Golgo 13	Manga	NULL	NULL	7.78
Kinnikuman	Manga	NULL	NULL	7.66
Kinnikuman II-sei	Manga	NULL	NULL	7.57
Kinnikuman II-sei: Kyuukyoku no Choujin Tag-hen	Manga	NULL	NULL	7.50
Kinnikuman II-sei: All Choujin Daishingeki	Manga	NULL	NULL	1
Tatakae!! Ramenman	Manga	NULL	NULL	1
Kinnikuman Lady	Manga	NULL	NULL	6.33
Taizou Mote King Saga	Manga	NULL	NULL	7.12
Lupin III	Manga	NULL	NULL	7.54
Shin Lupin III	Manga	NULL	NULL	7.72
Lupin III S	Manga	NULL	NULL	7.29
Lupin III Y	Manga	NULL	NULL	7.62
Lupin III M	Manga	NULL	NULL	1
Keibu Zenigata	Manga	NULL	NULL	1
Lupin III (2015)	Manga	NULL	NULL	1
Lupin III vs. Detective Conan	Manga	NULL	NULL	1
Detective Conan	Manga	NULL	NULL	8.30
Detective Conan Tokubetsu-hen	Manga	NULL	NULL	7.22
Magic Kaito	Manga	NULL	NULL	7.82
Detective Conan	Novel	NULL	NULL	8.10
Meitantei Conan: Hannin no Hanzawa-san	Manga	NULL	NULL	7.18
Meitantei Conan: Zero no Tea Time	Manga	NULL	NULL	7.47
Detective Conan: The Timed Skyscraper	Manga	NULL	NULL	1
Detective Conan: Countdown to Heaven	Manga	NULL	NULL	1
Yaiba	Manga	NULL	NULL	7.49
Detective Conan: The Raven Chaser	Manga	NULL	NULL	1
Aoyama Gosho Tanpenshuu	Manga	NULL	NULL	7.04
Detective Conan: The Sniper from Another Dimension	Manga	NULL	NULL	1
Detective Conan: The Crimson Love Letter	Manga	NULL	NULL	1
Lupin III vs. Detective Conan: The Movie	Manga	NULL	NULL	1
Pyuu to Fuku! Jaguar	Manga	NULL	NULL	7.70
Bobobo-bo Bo-bobo?	Manga	NULL	NULL	6.52
Ichigo 100%	Manga	NULL	NULL	7.90
Ichigo 100%: East Side Story	Manga	NULL	NULL	6.06
SKET Dance	Manga	NULL	NULL	8.39
SKET Dance	One-shot	NULL	NULL	7.47
SKET Dance: Extra Dance	Novel	NULL	NULL	7.26
Gintama	Manga	NULL	NULL	8.49
3-nen Z-gumi Ginpachi-sensei	Novel	NULL	NULL	8.24
Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare	Novel	NULL	NULL	8.39
Kemono Friends: Youkoso Japari Park e!	Manga	NULL	NULL	7.05
Kemono Friends Comic a la Carte Japari Park Anthology	Manga	NULL	NULL	1
Kemono Friends 2	Manga	NULL	NULL	1
Inazuma Eleven Go	Manga	NULL	NULL	6.81
Inazuma Eleven	Manga	NULL	NULL	7.14
Inazuma Eleven: Baku Gaidenshuu	Manga	NULL	NULL	6.98
Inazuma Eleven: Special	Manga	NULL	NULL	7.21
Inazuma Eleven: Ares no Tenbin	Manga	NULL	NULL	1
Inazuma Eleven Ares no Tenbin: Penguin wo Tsugumono	Manga	NULL	NULL	1
Inazuma Eleven Reloaded	One-shot	NULL	NULL	1
Inazuma Eleven Go Anthology!	Manga	NULL	NULL	7.04
Danball Senki	Manga	NULL	NULL	7.07
Danball Senki Wars	Manga	NULL	NULL	1
Mofu☆Mofu: Ichigo Aji	Manga	NULL	NULL	1
Gekijouban Mahouka Koukou no Rettousei: Hoshi wo Yobu Shoujo	Manga	NULL	NULL	7.52
Mahouka Koukou no Rettousei	Novel	NULL	NULL	8.38
Mahouka Koukou no Rettousei: Nyuugaku-hen	Manga	NULL	NULL	7.86
Mahouka Koukou no Rettousei: Kyuukousen-hen	Manga	NULL	NULL	7.96
Mahouka Koukou no Rettousei: Natsuyasumi-hen	Manga	NULL	NULL	7.52
Mahouka Koukou no Rettousei: Kaichou Senkyo-hen	Manga	NULL	NULL	7.25
Mahouka Koukou no Rettousei: Yokohama Souran-hen	Manga	NULL	NULL	7.86
Mahouka Koukou no Rettousei: Tsuioku-hen	Manga	NULL	NULL	7.97
Mahouka Koukou no Rettousei: Raihousha-hen	Manga	NULL	NULL	8.04
Mahouka Koukou no Rettousei: Double Seven-hen	Manga	NULL	NULL	7.95
Mahouka Koukou no Rettousei: Steeplechase-hen	Manga	NULL	NULL	1
Mahouka Koukou no Rettousei: Koto Nairan-hen	Manga	NULL	NULL	1
Mahouka Koukou no Yuutousei	Manga	NULL	NULL	7.74
Mahouka Koukou no Rettousei SS	Novel	NULL	NULL	8.11
Donten ni Warau	Manga	NULL	NULL	8.28
Rengoku ni Warau	Manga	NULL	NULL	8.13
Utakata ni Warau	Manga	NULL	NULL	1
Donten ni Warau Gaiden	Manga	NULL	NULL	8.16
Poputepipikku	Manga	NULL	NULL	7.94
Yatterman	Manga	NULL	NULL	1
Mazinger Z	Manga	NULL	NULL	6.83
UFO Robo Grendizer	Manga	NULL	NULL	6.52
UFO Robo Grendizer	Manga	NULL	NULL	6.81
Grendizer Giga	Manga	NULL	NULL	6.91
Dynamic Heroes	Manga	NULL	NULL	1
Devilman	Manga	NULL	NULL	7.96
Violence Jack	Manga	NULL	NULL	7.02
Shin Violence Jack	Manga	NULL	NULL	6.72
Violence Jack: Demons in a War-Torn Land	One-shot	NULL	NULL	6.33
Gakuen Taikutsu Otoko	Manga	NULL	NULL	6.50
Violence Jack: Jigoku Machihen	One-shot	NULL	NULL	6.77
Maou Dante	Manga	NULL	NULL	6.49
Maou Dante (2002)	Manga	NULL	NULL	6.67
Maou Dante Tai Getter Robo G	Manga	NULL	NULL	1
Getter Robo G	Manga	NULL	NULL	7.18
Getter Robo Go	Manga	NULL	NULL	8.14
Getter Robo	Manga	NULL	NULL	7.34
Getter Robo Hien: The Earth Suicide	Manga	NULL	NULL	6.84
Shin Getter Robo	Manga	NULL	NULL	7.74
Getter Robo Saga	Manga	NULL	NULL	8.30
Getter Robo Āḥ	Manga	NULL	NULL	7.46
Mazinkaiser Tai Shin Getter Robo	One-shot	NULL	NULL	6.52
Mazinkaiser	Manga	NULL	NULL	6.44
Great Mazinger	Manga	NULL	NULL	6.84
God Mazinger	Manga	NULL	NULL	6.71
Devilman vs Getter Robo	Manga	NULL	NULL	6.49
Super Robot Retsuden	Manga	NULL	NULL	6.67
Koutetsu Jeeg	Manga	NULL	NULL	6.18
Honey VS	One-shot	NULL	NULL	5.47
Cutie Honey a Go Go!	Manga	NULL	NULL	6.35
Cutie Honey	Manga	NULL	NULL	5.59
Cutie Honey	Manga	NULL	NULL	5.90
Cutie Honey: Tennyo Densetsu	Manga	NULL	NULL	6.42
Cutie Honey Tai Devilman Lady	Manga	NULL	NULL	5.98
Devilman Lady	Manga	NULL	NULL	6.57
Devilman Saga	Manga	NULL	NULL	6.71
Shin Mazinger: Shougeki! H-hen	Manga	NULL	NULL	1
Shin Mazinger Zero	Manga	NULL	NULL	7.69
Shin Mazinger Zero vs Ankoku Daishougun	Manga	NULL	NULL	8.05
Abashiri Ikka	Manga	NULL	NULL	6.80
Kotobuki Gorou Show	Manga	NULL	NULL	1
Cutie Honey THE ANOTHER	Manga	NULL	NULL	1
Cutey Honey Flash	Manga	NULL	NULL	7.11
Getter Robo Devolution: Uchuu Saigo no 3-punkan	Manga	NULL	NULL	6.81
Getter Robo High	Manga	NULL	NULL	1
Amon: Devilman Mokushiroku	Manga	NULL	NULL	7.02
Devilman Mokushiroku: Strange Days	Manga	NULL	NULL	6.37
Cyborg 009 VS Devilman: Breakdown	Manga	NULL	NULL	5.79
Cyborg 009	Manga	NULL	NULL	7.63
009 Re:Cyborg	Manga	NULL	NULL	6.92
3.11 wo Wasurenai Tame ni Heroes Comeback	Manga	NULL	NULL	7.29
Gin no Saji	Manga	NULL	NULL	8.34
Gallery Fake	Manga	NULL	NULL	7.60
InuYasha	Manga	NULL	NULL	7.85
Kyuukyoku Choujin R	Manga	NULL	NULL	7.51
Utsurun desu.	Manga	NULL	NULL	1
Ushio to Tora	Manga	NULL	NULL	7.93
Ushio to Tora Gaiden	Manga	NULL	NULL	7.26
Ushio to Tora	Novel	NULL	NULL	7.51
GS Mikami Gokuraku Daisakusen!!	Manga	NULL	NULL	7.76
GS Mikami Gokuraku Daisakusen!! Suimeikyuu no Shoujo!!	Novel	NULL	NULL	1
Cyborg 009 Kanketsu-hen: Conclusion God's War	Manga	NULL	NULL	6.96
Neo Devilman	Manga	NULL	NULL	6.62
Silene-chan	Manga	NULL	NULL	5.60
Devilman Tai Yami no Teiou	Manga	NULL	NULL	6.84
Shin Devilman	Manga	NULL	NULL	6.34
Devilman G	Manga	NULL	NULL	6.81
Akanesasu Shoujo 4koma Parallel	Manga	NULL	NULL	1
Akuma Kishi	Manga	NULL	NULL	6.01
Mazinger Z Tai Kekkou Kamen	One-shot	NULL	NULL	1
Kekkou Kamen	Manga	NULL	NULL	6.32
Kekkou Kamen P	Manga	NULL	NULL	1
Maboroshi Panty	Manga	NULL	NULL	1
The Excellent: Kekkou Kamen Gaiden	One-shot	NULL	NULL	1
Mazinger Z : Relic of Terror	One-shot	NULL	NULL	6.90
Vinland Saga	Manga	NULL	NULL	8.79
Ganso Ylva-chan	Manga	NULL	NULL	6.25
Infini-T Force: Mirai no Byousen	Manga	NULL	NULL	1
Inumarudashi	Manga	NULL	NULL	6.14
To LOVE-Ru Darkness: Little Sisters	Novel	NULL	NULL	7.93
Dr. Slump N-cha! Arale no Oshioki! Idea Dorobou wo Yattsuke-cha e	OVA	1	Not available	6.69
Pluto	
Episodes:
  Unknown
  	Unknown	Not available	N/A
Detective Conan: The Bomb Demon That Came From the Picture Book	Special	2	Not available	N/A
Soukou Musume Senki	TV	Unknown	Not available	N/A
Gintama (Shinsaku)	TV	Unknown	Not available	N/A
Shounen Sunday CM Gekijou: InuYasha-hen	Special	2	Nov, 1996 to 2000	6.17
Kamiusagi Rope 2	Movie	12	Nov, 2010 to Dec, 2011	5.27
Mori no Kaori x Kamiusagi Rope	ONA	3	Nov, 2013 to Apr, 2014	5.00
Mameshiba x Tunes!	Special	1	Nov, 2017	3.68
